Category,Type,Name,Latin,Matures,Season,Exposure,Difficulty,Heirloom,Open Pollinated,Container Friendly,Pollinator Attractant,Nitrogen Fixer
Vegetable,Kale and Collards,Improved Siberian,Brassica oleracea,in 50 days,Cool season,Full-sun,Easy,0,1,0,0,0
Vegetable,Kale and Collards,Ethiopian Kale,Brassica oleracea,in 48 days,Cool season,Full-sun,Easy,0,1,1,0,0
Vegetable,Kholrabi,Superschmeltz,Brassica oleracea,in 70 days,Cool season,Full-sun,Easy,0,1,0,0,0
Vegetable,Kholrabi,Purple Vienna,Brassica oleracea,55-69 days,Spring,Full Sun,Easy,1,1,0,0,0
Vegetable,Lettuce,Tom Thumb,Lactuca sativa,in 50-70 days,Cool season,Full-sun to partial shade,Easy,1,0,1,0,0
Vegetable,Lettuce,Tamarindo Organic Babyleaf,Lactuca sativa,in 35 days,Cool season,Full sun to partial shade,Easy,0,1,0,0,0
Vegetable,Lettuce,Salad Bowl,Lactuca sativa,in 60 days,Cool season,Full sun to partial shade,Easy,1,1,0,0,0
Vegetable,Lettuce,Rouge d’Hiver,Lactuca sativa,in 60 days,Cool season,Full sun to partial shade,Easy,0,0,0,0,0
Vegetable,Lettuce,Red Sails,Lactuca sativa,in 66 days,Cool season,Full sun to partial shade,Easy,0,1,0,0,0
Vegetable,Lettuce,Parris Island Cos,Lactuca sativa,in 75 days.,Cool season,Full sun to partial shade,Easy,1,1,0,0,0
Vegetable,Lettuce,Little Gem,Lactuca sativa,in 70 days,Cool season,Full sun to partial shade,Easy,1,1,1,0,0
Vegetable,Lettuce,Grand Rapids TBR,Lactuca sativa,in 65 days,Cool season,Full sun to partial shade,Easy,0,1,0,0,0
Vegetable,Lettuce,Darkness,Lactuca sativa,in 30 days,Cool season,Full sun to partial shade,Easy,0,1,0,0,0
Vegetable,Lettuce,Cracoviensis Organic,Lactuca sativa,in 45-65 days,Cool season,Full-sun to partial shade,Easy,1,1,0,0,0
Vegetable,Lettuce,Cimmaron,Lactuca sativa,in 60-70 days,Cool season,Full sun to partial shade,Easy,1,1,0,0,0
Vegetable,Lettuce,Buttercrunch,Lactuca sativa,in 67 days,Cool season,Full sun to partial shade,Easy,0,1,0,0,0
Vegetable,Microgreens,Microgreen Sunflower Seeds,Helianthus annus,,-,Full sun,Easy,0,1,1,0,0
Vegetable,Microgreens,Microgreen Radish Certified Organic,Raphanus sativus),,-,Full sun,Easy,0,0,0,0,0
Vegetable,Microgreens,Microgreen Pea Shoots,Pisum sativum,,-,Full sun,Easy,0,0,1,0,0
Vegetable,Microgreens,Microgreen Pac Choi Seeds,Brassica rapa,,-,Full sun,Easy,0,1,0,0,0
Vegetable,Microgreens,Microgreen Kale Seeds,Brassica oleraceca,,-,Full sun,Easy,0,1,1,0,0
Vegetable,Mustard,Osaka Purple Organic,Brassica juncea,in 40-80 days,Cool season,Full-sun to partial shade,Easy,0,1,0,0,0
Vegetable,Mustard,Wasabi Mustard,Brassica juncea,in 45 days (10 days for microgreens),Cool season,Full-sun to partial shade,Easy,0,1,0,0,0
Vegetable,Mustard,Southern Giant Curled Organic,Brassica juncea,in 45 days,Cool season,Full-sun to partial shade,Easy,1,1,0,0,0
Vegetable,Mustard,Komatsuna Green,Brassica juncea,in 21 days,Cool season,Full-sun to partial shade,Easy,0,1,1,0,0
Vegetable,Pac Choi and Choi Sum,Ching Chiang Shanghai Pac Choi,Brassica rapa chinensis,in 45 days,Cool season,Full-sun to partial shade,Easy,0,1,0,0,0
Vegetable,Pac Choi and Choi Sum,Dwarf White Stemmed,Brassica rapa chinensis,in 50 days,Cool season,Full-sun to partial shade,Easy,0,1,0,0,0
Vegetable,Pac Choi and Choi Sum,Tah Tsai Organic,Brassica rapa chinensis,in 40-50 days,Cool season,Full-sun to partial shade,Easy,0,1,1,0,0
Vegetable,Pac Choi and Choi Sum,Yu Tsai Sum,Brassica rapa chinensis,in 40-60 days,Cool season,Full-sun to partial shade,Easy,0,1,0,0,0
Vegetable,Parsnip,White Spear,Pastinaca sativa,in 120 days,Early Warm Season,Partial shade,Easy,0,1,0,0,0
Vegetable,Pepper,Jalapeno M,Capsicum annuum,in 70 days,Warm season,Full-sun,Moderately difficult,0,1,1,0,0
Vegetable,Pepper,Purple Beauty,Capsicum annuum,in 70-75 days,Warm season,Full-sun,Moderately difficult,0,1,0,0,0
Vegetable,Pepper,Pepperoncini,Capsicum annuum,in 70 days,Warm season,Full-sun,Moderately difficult,1,1,1,0,0
Vegetable,Pepper,Large Red Thick Cayenne,Capsicum annuum,in 70-80 days,Warm season,Full-sun,Moderately difficult,0,1,0,0,0
Vegetable,Pepper,Anaheim,Capsicum annuum,in 70-90 days,Warm season,Full-sun,Moderately difficult,1,1,0,0,0
Vegetable,Pepper,Hungarian Hot Wax,Capsicum annuum,in 58-85 days,Warm season,Full-sun,Moderately difficult,0,1,1,0,0
Vegetable,Pole Bean,Asparagus Beans,Phaseolus vulgaris,in 95 days,Warm season,Full-sun,Easy,0,1,0,0,0
Vegetable,Pole Bean,Fortex Filet,Phaseolus vulgaris,in 70 days,Warm season,Full-sun,Easy,0,1,0,0,1
Vegetable,Pole Bean,Scarlet Emperor,Phaseolus coccineus,in 75 days,Warm season,Full-sun,Easy,0,1,0,1,1
Vegetable,Quinoa,Red Head Organic,Chenopodium quinoa,in 100 days,Warm season,Full-sun,Easy,0,1,0,0,0
Vegetable,Quinoa,Brightest Brilliant Organic,Chenopodium quinoa,in 100 days,Warm season,Full-sun,Easy,0,1,0,0,0
Vegetable,Radiccio,Radicchio di Lusia,Cichorium endiva,in 85 days,Cool season,Full-sun,Moderately difficult,1,1,0,0,0
Vegetable,Radiccio,Palla Rossa Special Radicchio,Cichorium endiva,in 85 days,Cool season,Full-sun,Moderately difficult,0,1,0,0,0
Vegetable,Radish,White Icicle,Raphanus sativus,in 20-30 days,Cool season,Full-sun,Easy,0,1,0,0,0
Vegetable,Radish,Mini Red Daikon,Raphanus sativus,in 30-40 days,Cool season,Full-sun,Easy,0,0,0,0,0
Vegetable,Radish,Black Spanish Round,Raphanus sativus,in 60 days,Cool season,Full-sun,Easy,1,1,0,0,0
Vegetable,Radish,Amethyst,Raphanus sativus,in 25-30 days,Cool season,Full-sun,Easy,0,1,0,0,0
Vegetable,Radish,Miyashige White Neck,Raphanus sativus,in 50 days,Cool season,Full-sun,Easy,0,1,0,0,0
Vegetable,Radish,Wasabi Radish,Raphanus sativus,in 60 days,Cool season,Full-sun,Easy,1,1,0,0,0
Vegetable,Radish,Mini Purple Daikon,Raphanus sativus,in 40 days,Cool season,Full-sun,Easy,0,1,0,0,0
Vegetable,Radish,Rivoli Coated,Raphanus sativus,in 30 days,Cool season,Full-sun,Easy,0,1,0,0,0
Vegetable,Radish,Easter Egg II,Raphanus sativus,in 28 days,Cool season,Full-sun,Easy,0,0,0,0,0
Vegetable,Radish,French Breakfast,Raphanus sativus,in 25-30 days,Cool season,Full-sun,Easy,1,1,0,0,0
Vegetable,Rutabega,Helenor Coated Organic,Brassica napobrassica,in 90 days,Cool season,Full-sun,Easy,0,1,0,0,0
Vegetable,Rutabega,Laurentian,Brassica napobrassica,in 100 days,Cool season,Full-sun,Easy,0,1,0,0,0
Vegetable,Ryegrass,Annual Ryegrass Organic,Lolium multiflorum,,Cool season,Full-sun to partial shade,Easy,0,0,0,0,0
Vegetable,Salad Greens,Salsola,Salsola komarovii,in 45 days,Cool season,Full-sun to partial shade,Easy,1,1,0,0,0
Vegetable,Salad Greens,Miners Lettuce Claytonia,Montia perfoliata,in 55 days,Cool season,Full sun to partial shade,Easy,1,1,0,0,0
Vegetable,Salad Greens,Winter Blend,-,"For winter harvest, plant by mid-August",Cool season,Full sun to partial shade,Easy,0,1,0,0,0
Vegetable,Sesame,Black Sesame,Sesamum indicum,in 75-110 days,Hot season,Full-sun,Somewhat challenging,0,1,0,1,0
Vegetable,Shallot,Apache,Allium cepa,in 65 days,"Warm season, unless overwintering",Full-sun,"Scallions are easy to grow. Bulbing onions and shallots require transplanting in the spring and curing after harvest. By following these instructions, even novice gardeners should have no trouble.",0,1,1,0,0
Vegetable,Shallot,Ramrod,Allium cepa,"in 65 days, 150 days overwintered","Warm season, unless overwintering",Full-sun,"Scallions are easy to grow. Bulbing onions and shallots require transplanting in the spring and curing after harvest. By following these instructions, even novice gardeners should have no trouble.",0,1,0,0,0
Vegetable,Shallot,Kincho,Allium cepa,in 50 days,"Warm season, unless overwintering",Full-sun,"Scallions are easy to grow. Bulbing onions and shallots require transplanting in the spring and curing after harvest. By following these instructions, even novice gardeners should have no trouble.",0,1,1,0,0
Vegetable,Shallot,Kelsae Coated,Allium cepa,in 110 days,"Warm season, unless overwintering",Full-sun,"Scallions are easy to grow. Bulbing onions and shallots require transplanting in the spring and curing after harvest. By following these instructions, even novice gardeners should have no trouble.",1,1,0,0,0
Vegetable,Shallot,Ailsa Craig,Allium cepa,in 95 days,"Warm season, unless overwintering",Full-sun,"Scallions are easy to grow. Bulbing onions and shallots require transplanting in the spring and curing after harvest. By following these instructions, even novice gardeners should have no trouble.",0,1,0,0,0
Vegetable,Shallot,Walla Walla,Allium cepa,"in 150 days, spring sown - 300 days fall sown","Warm season, unless overwintering",Full-sun,"Scallions are easy to grow. Bulbing onions and shallots require transplanting in the spring and curing after harvest. By following these instructions, even novice gardeners should have no trouble.",0,1,0,0,0
Vegetable,Shallot,Parade Coated Organic,Allium cepa,in 70 days,"Warm season, unless overwintering",Full-sun,"Scallions are easy to grow. Bulbing onions and shallots require transplanting in the spring and curing after harvest. By following these instructions, even novice gardeners should have no trouble.",0,1,0,0,0
Vegetable,Shallot,Welsh Onion Organic,Allium cepa,in 90 days,"Warm season, unless overwintering",Full-sun,"Scallions are easy to grow. Bulbing onions and shallots require transplanting in the spring and curing after harvest. By following these instructions, even novice gardeners should have no trouble.",1,1,0,1,0
Vegetable,Shallot,Red Beard,Allium cepa,in 40-50 days,"Warm season, unless overwintering",Full-sun,"Scallions are easy to grow. Bulbing onions and shallots require transplanting in the spring and curing after harvest. By following these instructions, even novice gardeners should have no trouble.",0,1,0,0,0
Vegetable,Snow Peas,Avalanche,Pisum sativum,in 60 days,Warm season,Full-sun to partial shade,Easy,0,1,0,0,1
Vegetable,Snow Peas,Sugar Ann,Pisum sativum,in 56 days,Warm season,Full-sun to partial shade,Easy,0,1,1,0,0
Vegetable,Snow Peas,Alderman Tall Telephone,Pisum sativum,in 70-78 days,Warm season,Full-sun to partial shade,Easy,1,1,0,0,0
Vegetable,Snow Peas,Little Marvel,Pisum sativum,in 62 days,Warm season,Full-sun to partial shade,Easy,1,1,0,0,0
Vegetable,Snow Peas,Oregon Sugar Pod II,Pisum sativum,in 56 days,Warm season,Full-sun to partial shade,Easy,0,1,0,0,0
Vegetable,Snow Peas,Sugar Daddy,Pisum sativum,in 68 days,Warm season,Full-sun to partial shade,Easy,0,1,0,0,0
Vegetable,Snow Peas,Cascadia,Pisum sativum,in 67 days,Warm season,Full-sun to partial shade,Easy,0,1,0,0,0
Vegetable,Snow Peas,Dwarf Grey Sugar,Pisum sativum,in 66 days,Warm season,Full-sun to partial shade,Easy,1,1,0,0,0
Vegetable,Snow Peas,Oregon Giant,Pisum sativum,in 70 days,Warm season,Full-sun to partial shade,Easy,0,1,0,0,0
Vegetable,Snow Peas,Sugar Lace II,Pisum sativum,in 68 days,Warm season,Full-sun to partial shade,Easy,0,1,0,0,0
Vegetable,Snow Peas,Parsley Pea,Pisum sativum,in 30 days,Warm season,Full-sun to partial shade,Easy,0,1,1,0,0
Vegetable,Spinach,New Zealand Spinach,Spinacia oleracea,in 55-65 days,Cool season,Full-sun,Easy,0,1,0,0,0
Vegetable,Spinach,Monstrueux de Viroflay,Spinacia oleracea,in 40-50 days,Cool season,Full-sun to partial shade,Easy,1,1,0,0,0
Vegetable,Sprouts,Barley Organic,Hordeum vulgare,,-,Any,Very easy,0,0,0,0,0
Vegetable,Sprouts,Fenugreek Organic,Trigonella foenum-graecum,,-,Any,Very easy,0,1,0,0,0
Vegetable,Squash,Romanesco,Cucurbita pepo,in 55 days,Warm season,Full-sun,Easy,1,1,0,0,0
Vegetable,Squash,Honey Boat Organic,Cucurbita pepo,in 100 days,Warm season,Full-sun,"Easy, but all squash plants take up space, and some can be huge.",0,1,0,0,0
Vegetable,Squash,Waltham Organic,Cucurbita pepo,in 110 days,Warm season,Full-sun,"Easy, but all squash plants take up space, and some can be huge.",0,1,0,0,0
Vegetable,Squash,Vegetable Spaghetti Squash,Cucurbita pepo,in 100 days,Warm season,Full-sun,"Easy, but all squash plants take up space, and some can be huge.",0,1,0,0,0
Vegetable,Squash,Rouge Vif d’Etampes,Cucurbita maxima & C. pepo.,in 105 days,Warm season,Full-sun,"Easy, but these big plants require lots of room.",0,0,0,0,0
Vegetable,Tomato,Get Stuffed Organic,Solanum lycopersicum,in 75 days,Warm season,Full-sun,Moderately challenging,0,1,0,0,0
Vegetable,Tomato,Moneymaker,Solanum lycopersicum,in 75 days,Warm season,Full-sun,Moderately challenging,1,1,1,0,0
Vegetable,Tomato,Gold Nugget,Solanum lycopersicum,in 56 days,Warm season,Full sun,Moderately challenging,0,1,0,0,0
Vegetable,Tomato,Amish Paste,Solanum lycopersicum,in 70-75 days,Warm season,Full sun,Moderately challenging,1,1,0,0,0
Vegetable,Tomato,Indigo Rose Organic,Solanum lycopersicum,in 75 days,Warm season,Full-sun,Moderately challenging,0,1,0,0,0
Vegetable,Tomato,Black Krim Organic,Solanum lycopersicum,in 80 days,Warm season,Full-sun,Moderately challenging,1,1,0,0,0
Vegetable,Tomato,Manitoba,Solanum lycopersicum,in 65 days,Warm-season,Full-sun,Moderately challenging,0,1,1,0,0
Vegetable,Tomato,Yellow Cab,Solanum lycopersicum,in 80 days,Warm season,Full-sun,Moderately challenging,0,0,0,0,0
Vegetable,Tomato,Gold Nugget,Solanum lycopersicum,in 56 days,Warm season,Full sun,Moderately challenging,0,1,0,0,0
Vegetable,Turnip,Purple Top White Globe,Brassica rapa var. rapa,in 55 days,Cool season,Full-sun,Easy,1,1,0,0,0
Vegetable,Leek,Varna Organic,Allium ampeloprasum var. porrum,in 60-80 days,Cool season,Full-sun,"Easy, but slow. Transplanting is required.",0,1,0,0,0
